"Time (s)"	"X (m/s^2)"	"Y (m/s^2)"	"Z (m/s^2)"
2.890625008E-3	-7.623646545E-1	1.835932159E0	1.040201889E1
1.281300001E-2	-8.017327881E-1	1.901046753E0	1.005279510E1
2.273500001E-2	-8.187973022E-1	1.904639282E0	9.821526031E0
3.265700000E-2	-7.646099854E-1	2.004631348E0	9.719438324E0
4.257900000E-2	-7.000941467E-1	2.091450806E0	9.625284119E0
5.250100000E-2	-6.439608765E-1	2.090552673E0	9.542356567E0
6.242300000E-2	-4.875361633E-1	2.049537964E0	9.491761780E0
7.234499999E-2	-3.150947571E-1	2.038311310E0	9.431886292E0
8.226699999E-2	-2.630030823E-1	2.051633606E0	9.369915161E0
9.219000000E-2	-3.216810608E-1	2.052382050E0	9.330696716E0
1.021120000E-1	-3.417393494E-1	2.094145203E0	9.274563446E0
1.120340000E-1	-3.462300110E-1	2.181563416E0	9.238189087E0
1.219560000E-1	-3.682342529E-1	2.204316101E0	9.251661072E0
1.318780000E-1	-3.841012573E-1	2.193089447E0	9.274114380E0
1.418000000E-1	-3.824546814E-1	2.186952209E0	9.308991852E0
1.517220000E-1	-4.209246826E-1	2.100881195E0	9.372160492E0
1.616440000E-1	-4.394860840E-1	2.049537964E0	9.493258667E0
1.715660000E-1	-4.555027771E-1	2.084415436E0	9.632918243E0
1.814880000E-1	-5.682183838E-1	2.109862518E0	9.743538208E0
1.914110000E-1	-6.545887756E-1	2.100132751E0	9.847272491E0
2.013330000E-1	-6.294410706E-1	2.065554657E0	9.948611755E0
2.112550000E-1	-6.141728210E-1	2.020348663E0	1.003153931E1
2.211770000E-1	-5.906716919E-1	2.013762360E0	1.005099884E1
2.310990000E-1	-5.798941040E-1	2.021396484E0	1.001881577E1
2.410210000E-1	-6.026467896E-1	2.040107574E0	9.940827942E0
2.509430000E-1	-6.360273743E-1	2.029629364E0	9.832303619E0
2.608650000E-1	-5.924679565E-1	2.022294617E0	9.717492371E0
2.707870000E-1	-5.469625854E-1	2.003134460E0	9.630373535E0
2.807090000E-1	-5.289999390E-1	2.014660492E0	9.563762054E0
2.906310000E-1	-5.014572144E-1	2.050885162E0	9.548643494E0
3.005540000E-1	-5.059478760E-1	2.068698120E0	9.580078125E0
3.104760000E-1	-4.954696655E-1	2.069147186E0	9.626781006E0
3.203980000E-1	-4.620890808E-1	2.031275940E0	9.684111786E0
3.303200000E-1	-4.349954224E-1	2.107467499E0	9.657467194E0
3.402420000E-1	-4.942721558E-1	2.090402985E0	9.664203186E0
3.501640000E-1	-5.252577209E-1	2.082768860E0	9.640702057E0
3.600860000E-1	-5.053491211E-1	2.101779327E0	9.628726959E0
3.700080000E-1	-4.921765137E-1	2.122286682E0	9.619146881E0
3.799300000E-1	-5.046006775E-1	2.097737732E0	9.535770264E0
3.898530000E-1	-5.107379150E-1	2.045945435E0	9.516011353E0
3.997750000E-1	-4.439767456E-1	2.026036835E0	9.543404388E0
4.096970000E-1	-4.279600525E-1	2.011666718E0	9.527836761E0
4.196190000E-1	-4.547543335E-1	2.009421387E0	9.545649719E0
4.295410000E-1	-4.638853455E-1	2.062111816E0	9.546996918E0
4.394630000E-1	-4.821473694E-1	2.082319794E0	9.584269409E0
4.493850000E-1	-5.278024292E-1	2.081421661E0	9.646988983E0
4.593070000E-1	-5.581892395E-1	2.103425903E0	9.719288635E0
4.692290000E-1	-5.593867493E-1	2.076781311E0	9.799671478E0
4.791510000E-1	-5.665718079E-1	2.009271698E0	9.851314087E0
4.890740000E-1	-5.429209900E-1	1.981579285E0	9.877509613E0
4.989960000E-1	-5.295986938E-1	1.995949402E0	9.887089691E0
5.089180000E-1	-5.855822754E-1	2.010319519E0	9.922266541E0
5.188400000E-1	-6.518943787E-1	2.057172089E0	9.905052338E0
5.287620000E-1	-6.424639893E-1	2.069596252E0	9.893376617E0
5.386840000E-1	-6.231541443E-1	2.051483917E0	9.859397278E0
5.486060000E-1	-5.673202515E-1	2.051783295E0	9.801767120E0
5.585280000E-1	-5.264552307E-1	2.012864227E0	9.766590271E0
5.684500000E-1	-4.716691589E-1	2.000589752E0	9.761500854E0
5.783720000E-1	-4.453239441E-1	1.977687378E0	9.791139221E0
5.882950000E-1	-3.725752258E-1	1.903441772E0	9.960586853E0
5.982170000E-1	-4.346960449E-1	1.984573059E0	1.016506165E1
6.081390000E-1	-5.478607178E-1	2.093696136E0	1.011970596E1
6.180610000E-1	-5.830375671E-1	2.192790070E0	1.000279907E1
6.279830000E-1	-6.201603699E-1	2.274819489E0	1.002405487E1
6.379050000E-1	-6.191125488E-1	2.314187622E0	9.994266815E0
6.478270000E-1	-9.225315857E-1	2.249522095E0	1.003812561E1
6.577490000E-1	-6.523434448E-1	2.351460114E0	1.023017624E1
6.676710000E-1	-3.628454590E-1	2.410587158E0	1.028376480E1
6.775930000E-1	-4.950205994E-1	2.335293732E0	1.017583923E1
6.875160000E-1	-5.267546082E-1	2.285597076E0	9.949360199E0
6.974380000E-1	-4.391867065E-1	2.290536804E0	9.909542999E0
7.073600000E-1	-4.544549561E-1	2.314487000E0	1.002510269E1
7.172820000E-1	-4.992118835E-1	2.379302216E0	1.022523651E1
7.272040000E-1	-6.165678406E-1	2.494712219E0	1.041653870E1
7.371260000E-1	-7.557783508E-1	2.679727478E0	1.059227325E1
7.470480000E-1	-8.164022827E-1	2.772983551E0	1.065648972E1
7.569700000E-1	-8.053253174E-1	2.776426392E0	1.054257660E1
7.668920000E-1	-6.759942627E-1	2.716101837E0	1.031579819E1
7.768150000E-1	-5.495072937E-1	2.688110046E0	9.964778137E0
7.867370000E-1	-4.505630493E-1	2.781515808E0	9.647587738E0
7.966590000E-1	-4.372407532E-1	2.935695190E0	9.492210846E0
8.065810000E-1	-5.382806396E-1	3.090772705E0	9.422006836E0
8.165030000E-1	-5.897735596E-1	3.241209869E0	9.424102478E0
8.264250000E-1	-5.541476440E-1	3.401077423E0	9.450447693E0
8.363470000E-1	-5.632786560E-1	3.521427155E0	9.479038239E0
8.462690000E-1	-6.300398254E-1	3.640279999E0	9.512718201E0
8.561910000E-1	-6.300398254E-1	3.722010040E0	9.458381195E0
8.661130000E-1	-5.611830139E-1	3.776646423E0	9.285191345E0
8.760360000E-1	-4.676275635E-1	3.682641907E0	9.142687683E0
8.859580000E-1	-3.926335144E-1	3.914659424E0	8.848549347E0
8.958800000E-1	-3.221301270E-1	4.296964417E0	8.637637939E0
9.058020000E-1	-3.481759644E-1	4.330345001E0	8.596623230E0
9.157240000E-1	-3.824546814E-1	4.388723602E0	8.372988281E0
9.256460000E-1	-3.348536682E-1	4.516258392E0	8.389004974E0
9.355680000E-1	-3.598516846E-1	4.615502014E0	8.580905914E0
9.454900000E-1	-5.138813782E-1	4.739444275E0	8.623866577E0
9.554120000E-1	-4.752616882E-1	4.810546417E0	8.619525604E0
9.653340000E-1	-4.984634399E-1	4.964576111E0	8.283324738E0
9.752570000E-1	-5.469625854E-1	5.047952728E0	8.133486328E0
9.851790000E-1	-5.655239868E-1	5.110073547E0	8.077353058E0
9.951010000E-1	-4.599934387E-1	5.215005341E0	7.946225739E0
1.005023000E0	-4.198768616E-1	5.300178223E0	7.927963715E0
1.014944708E0	-4.170327759E-1	5.462740173E0	7.921976166E0
1.024866708E0	-3.775149536E-1	5.597759399E0	7.880811768E0
1.034788708E0	-3.341052246E-1	5.664819946E0	7.803273010E0
1.044710708E0	-2.796185303E-1	5.714815979E0	7.811056824E0
1.054632708E0	-2.911445618E-1	5.776637421E0	7.769143982E0
1.064555708E0	-3.598516846E-1	5.893244934E0	7.681127014E0
1.074477708E0	-3.844006348E-1	6.006259918E0	7.696395264E0
1.084399708E0	-4.326004028E-1	6.108347626E0	7.643704834E0
1.094321708E0	-4.520599365E-1	6.149961090E0	7.605234833E0
1.104243708E0	-3.861968994E-1	6.246510315E0	7.466174011E0
1.114165708E0	-4.198768616E-1	6.311325531E0	7.251819763E0
1.124087708E0	-4.661306763E-1	6.400839386E0	7.148983612E0
1.134009708E0	-5.306465149E-1	6.511010284E0	7.157815247E0
1.143931708E0	-5.340893555E-1	6.634204102E0	7.060367889E0
1.153853708E0	-4.816983032E-1	6.720574493E0	6.981631622E0
1.163776708E0	-4.305047607E-1	6.751110992E0	6.991660767E0
1.173698708E0	-4.378395081E-1	6.799610138E0	7.002887421E0
1.183620708E0	-3.712280273E-1	6.878496094E0	7.011719055E0
1.193542708E0	-3.514691162E-1	6.909331970E0	7.025789795E0
1.203464708E0	-3.561094666E-1	6.900650024E0	6.971452789E0
1.213386708E0	-3.960763550E-1	7.094945984E0	6.923402710E0
1.223308708E0	-3.745211792E-1	7.197931824E0	6.752458191E0
1.233230708E0	-3.766168213E-1	7.125183105E0	6.565347290E0
1.243152708E0	-4.695735168E-1	7.176376648E0	6.415808258E0
1.253075708E0	-5.185217285E-1	7.320975952E0	6.365512848E0
1.262997708E0	-5.349874878E-1	7.388335876E0	6.385421448E0
1.272919708E0	-5.960604858E-1	7.519163818E0	6.272556152E0
1.282841708E0	-7.126679993E-1	7.528145142E0	6.090684357E0
1.292763708E0	-6.674620056E-1	7.569309540E0	6.090384979E0
1.302685708E0	-5.999523926E-1	7.756420441E0	5.844147034E0
1.312607708E0	-5.595364380E-1	7.741900635E0	5.713618469E0
1.322529708E0	-5.556445312E-1	7.858807526E0	5.681884460E0
1.332451708E0	-5.746549988E-1	7.908953247E0	5.742059326E0
1.342374708E0	-5.707630920E-1	7.949668579E0	5.791157227E0
1.352296708E0	-5.695655823E-1	7.985593872E0	5.711373138E0
1.362218708E0	-5.698649597E-1	8.037086792E0	5.680686951E0
1.372140708E0	-5.528004456E-1	8.116870880E0	5.526357880E0
1.382062708E0	-5.483097839E-1	8.135881348E0	5.431305542E0
1.391984708E0	-5.569917297E-1	8.227341156E0	5.177283783E0
1.401906708E0	-5.959107971E-1	8.262518005E0	5.056185608E0
1.411828708E0	-5.444178772E-1	8.340056763E0	4.943170624E0
1.421750708E0	-4.787045288E-1	8.383167114E0	4.758903809E0
1.431672708E0	-4.155358887E-1	8.419990540E0	4.586612091E0
1.441595708E0	-4.218228149E-1	8.509803772E0	4.409230957E0
1.451517708E0	-4.802014160E-1	8.556057587E0	4.291875000E0
1.461439708E0	-4.873864746E-1	8.619675293E0	4.249213715E0
1.471361708E0	-4.266128540E-1	8.681796112E0	4.112847290E0
1.481283708E0	-4.276606750E-1	8.701405334E0	3.941902771E0
1.491205708E0	-4.324507141E-1	8.764424286E0	3.838318176E0
1.501127708E0	-4.052073669E-1	8.814420319E0	3.751199341E0
1.511049708E0	-3.535647583E-1	8.859476624E0	3.650159454E0
1.520971708E0	-3.282673645E-1	8.899742889E0	3.560495911E0
1.530894708E0	-4.212240601E-1	8.932524719E0	3.438499603E0
1.540816708E0	-4.263134766E-1	8.946146393E0	3.360661469E0
1.550738708E0	-3.582051086E-1	9.004225616E0	3.326981506E0
1.560660708E0	-3.528163147E-1	9.053173828E0	3.286715240E0
1.570582708E0	-3.281176758E-1	9.043893127E0	3.153941345E0
1.580504708E0	-3.585044861E-1	9.104517059E0	2.979853363E0
1.590426708E0	-3.824546814E-1	9.173224182E0	2.852468262E0
1.600348708E0	-4.800517273E-1	9.206604767E0	2.736758881E0
1.610270708E0	-4.824467468E-1	9.231153717E0	2.629282379E0
1.620193708E0	-4.360432434E-1	9.264085236E0	2.542462921E0
1.630115708E0	-3.444337463E-1	9.302704926E0	2.437231750E0
1.640037708E0	-3.201841736E-1	9.317374420E0	2.289488983E0
1.649959708E0	-3.721261597E-1	9.297166443E0	2.200424194E0
1.659881708E0	-3.626957703E-1	9.336534576E0	2.264041901E0
1.669803708E0	-3.879931641E-1	9.399104462E0	2.350412292E0
1.679725708E0	-2.803669739E-1	9.411528625E0	2.296674042E0
1.689647708E0	-2.492317200E-1	9.390422516E0	2.395169220E0
1.699569708E0	-5.227130127E-1	9.423354034E0	2.449356537E0
1.709491708E0	-4.616400146E-1	9.419162750E0	2.415676575E0
1.719414708E0	-3.761677551E-1	9.454489288E0	2.370620270E0
1.729336708E0	-3.574566650E-1	9.434431000E0	2.277064819E0
1.739258708E0	-3.501219177E-1	9.400152283E0	2.257305908E0
1.749180708E0	-4.131408691E-1	9.482181702E0	2.289638672E0
1.759102708E0	-4.327500916E-1	9.532626801E0	2.316283264E0
1.769024708E0	-3.597019958E-1	9.480834503E0	2.510878601E0
1.778946708E0	-4.225712585E-1	9.552385712E0	2.630330200E0
1.788868708E0	-5.173242188E-1	9.672885132E0	2.520308990E0
1.798790708E0	-5.975573730E-1	9.650431824E0	2.197131042E0
1.808713708E0	-3.959266663E-1	9.245972900E0	1.634301453E0
1.818635708E0	-3.477268982E-1	9.438173218E0	1.115031281E0
1.828557708E0	-3.531156921E-1	9.936337280E0	8.770262146E-1
1.838479708E0	-3.586541748E-1	9.705517273E0	8.355624390E-1
1.848401708E0	-4.752616882E-1	9.620045013E0	7.671546936E-1
1.858323708E0	-5.176235962E-1	9.570947113E0	6.897656250E-1
1.868245708E0	-5.340893555E-1	9.537865906E0	6.138734436E-1
1.878167708E0	-4.803511047E-1	9.598789215E0	5.379812622E-1
1.888089708E0	-4.552033997E-1	9.586514740E0	4.457730103E-1
1.898012708E0	-4.432283020E-1	9.657916260E0	3.987707520E-1
1.907934708E0	-4.388873291E-1	9.696835327E0	3.320095825E-1
1.917856708E0	-4.297563171E-1	9.698032837E0	3.466790771E-1
1.927778708E0	-4.099974060E-1	9.707313538E0	5.173242188E-1
1.937700708E0	-4.116439819E-1	9.701026611E0	6.704557800E-1
1.947622708E0	-3.939807129E-1	9.700727234E0	6.629713440E-1
1.957544708E0	-4.194277954E-1	9.693991241E0	6.364764404E-1
1.967466708E0	-4.191284180E-1	9.704319763E0	6.602769470E-1
1.977388708E0	-3.555107117E-1	9.728868713E0	7.030879211E-1
1.987311708E0	-3.264710999E-1	9.743837585E0	7.894583130E-1
1.997233708E0	-3.379971313E-1	9.759554901E0	8.315208435E-1
2.007155833E0	-4.376898193E-1	9.735155640E0	9.099577332E-1
2.017077833E0	-4.463717651E-1	9.687854004E0	1.000070343E0
2.026999833E0	-4.010160828E-1	9.680519257E0	1.075513458E0
2.036921833E0	-4.083508301E-1	9.690398712E0	1.163680115E0
2.046843833E0	-4.077520752E-1	9.701325989E0	1.195863190E0
2.056765833E0	-4.219725037E-1	9.698481903E0	1.219963074E0
2.066687833E0	-4.321513367E-1	9.714648285E0	1.230441284E0
2.076610833E0	-4.246669006E-1	9.713151398E0	1.198707275E0
2.086532833E0	-4.321513367E-1	9.734257507E0	1.148262177E0
2.096454833E0	-4.683760071E-1	9.742789764E0	1.113684082E0
2.106376833E0	-4.396357727E-1	9.742340698E0	1.110091553E0
2.116298833E0	-3.785627747E-1	9.744586029E0	1.150806885E0
2.126220833E0	-3.948788452E-1	9.727970581E0	1.284329224E0
2.136142833E0	-4.399351501E-1	9.661209412E0	1.337019653E0
2.146064833E0	-3.701802063E-1	9.830357666E0	1.267564087E0
2.155986833E0	-3.631448364E-1	9.736353149E0	1.182241516E0
2.165908833E0	-4.580474854E-1	9.634564819E0	1.151854706E0
2.175831833E0	-4.324507141E-1	9.621392212E0	1.100661163E0
2.185753833E0	-4.076023865E-1	9.639055481E0	1.122665405E0
2.195675833E0	-4.320016479E-1	9.669891357E0	1.252744904E0
2.205597833E0	-4.195774841E-1	9.678722992E0	1.265618134E0
2.215519833E0	-4.207749939E-1	9.672436066E0	1.162482605E0
2.225441833E0	-4.433779907E-1	9.666598206E0	1.047970734E0
2.235363833E0	-4.604425049E-1	9.670340424E0	9.319619751E-1
2.245285833E0	-4.218228149E-1	9.691596222E0	8.994795227E-1
2.255208833E0	-4.126918030E-1	9.730515289E0	8.655001831E-1
2.265130833E0	-4.357438660E-1	9.739496613E0	8.027806091E-1
2.275052833E0	-4.213737488E-1	9.730964355E0	8.114625549E-1
2.284974833E0	-3.796105957E-1	9.716444550E0	9.006770325E-1
2.294896833E0	-4.158352661E-1	9.688752136E0	9.533674622E-1
2.304818833E0	-4.743635559E-1	9.678423615E0	9.638456726E-1
2.314740833E0	-4.489164734E-1	9.678124237E0	1.031055908E0
2.324662833E0	-3.861968994E-1	9.661209412E0	1.130898285E0
2.334584833E0	-3.832031250E-1	9.659413147E0	1.199306030E0
2.344507833E0	-4.285588074E-1	9.650880890E0	1.175804901E0
2.354429833E0	-4.302053833E-1	9.641600189E0	1.109343109E0
2.364351833E0	-3.989204407E-1	9.635013885E0	1.093775482E0
2.374273833E0	-3.766168213E-1	9.605225830E0	1.166374512E0
2.384195833E0	-3.817062378E-1	9.594448242E0	1.226848755E0
2.394117833E0	-4.120930481E-1	9.606573029E0	1.213376770E0
2.404039833E0	-4.352947998E-1	9.634714508E0	1.193917236E0
2.413961833E0	-4.150868225E-1	9.618398438E0	1.177601166E0
2.423883833E0	-4.129911804E-1	9.583670654E0	1.178050232E0
2.433805833E0	-3.276686096E-1	9.551637268E0	1.240620117E0
2.443728833E0	-3.324586487E-1	9.534872131E0	1.263073425E0
2.453650833E0	-3.191363525E-1	9.462422791E0	1.278042297E0
2.463572833E0	-2.716850281E-1	9.427844696E0	1.368005219E0
2.473494833E0	-2.722837830E-1	9.421408081E0	1.456471252E0
2.483416833E0	-2.665956116E-1	9.415570221E0	1.462608490E0
2.493338833E0	-2.004331970E-1	9.375453644E0	1.424138489E0
2.503260833E0	-2.360591125E-1	9.328900452E0	1.422491913E0
2.513182833E0	-2.474354553E-1	9.275311890E0	1.475481720E0
2.523104833E0	-2.011816406E-1	9.222771149E0	1.552122345E0
2.533027833E0	-1.929487610E-1	9.144334259E0	1.668580170E0
2.542949833E0	-2.517764282E-1	9.073980560E0	1.790576477E0
2.552871833E0	-4.101470947E-1	9.013656006E0	2.057621155E0
2.562793833E0	-5.692662048E-1	8.965605927E0	2.492616577E0
2.572715833E0	-6.086343384E-1	8.950637054E0	2.906356201E0
2.582637833E0	-6.532415771E-1	8.894054718E0	3.149450684E0
2.592559833E0	-7.632627869E-1	8.788673859E0	3.454665985E0
2.602481833E0	-6.863227844E-1	8.697812805E0	3.654350739E0
2.612403833E0	-6.625222778E-1	8.641978912E0	3.745511169E0
2.622326833E0	-6.165678406E-1	8.559051361E0	3.732488251E0
2.632248833E0	-4.849914551E-1	8.447832642E0	3.694018250E0
2.642170833E0	-3.963757324E-1	8.361312561E0	3.774999847E0
2.652092833E0	-4.290078735E-1	8.328530731E0	3.899690552E0
2.662014833E0	-2.423460388E-1	8.174650726E0	4.261937256E0
2.671936833E0	-3.359014893E-1	7.954009552E0	4.758005676E0
2.681858833E0	-4.468208313E-1	7.887847137E0	5.248385925E0
2.691780833E0	-5.152285767E-1	7.911198578E0	5.658083954E0
2.701702833E0	-4.938230896E-1	7.579787750E0	5.825286255E0
2.711625833E0	-5.683680725E-1	7.346123657E0	5.865103455E0
2.721547833E0	-5.049000549E-1	7.885901184E0	5.881269836E0
2.731469833E0	-3.914360046E-1	8.061336365E0	5.911207581E0
2.741391833E0	-3.239263916E-1	7.577692108E0	5.936654663E0
2.751313833E0	-2.243833923E-1	7.314838715E0	6.019133148E0
2.761235833E0	-1.975891113E-1	7.087162170E0	6.231990509E0
2.771157833E0	-2.618055725E-1	6.938072205E0	6.538553009E0
2.781079833E0	-3.333567810E-1	6.794820099E0	6.841522980E0
2.791001833E0	-4.361929321E-1	6.748715973E0	7.245682526E0
2.800924833E0	-5.019062805E-1	6.798113251E0	7.685617676E0
2.810846833E0	-4.872367859E-1	6.851402435E0	7.821684723E0
2.820768833E0	-4.436773682E-1	6.808292084E0	7.717351685E0
2.830690833E0	-3.917353821E-1	6.689738617E0	7.528743896E0
2.840612833E0	-2.917433167E-1	6.587800598E0	7.290140076E0
2.850534833E0	-1.561253357E-1	6.457122345E0	7.145540771E0
2.860456833E0	-1.163081360E-1	6.327192535E0	7.134314117E0
2.870378833E0	-2.246827698E-1	6.156547394E0	7.277266846E0
2.880300833E0	-3.185375977E-1	5.986800385E0	7.545958099E0
2.890223833E0	-4.085005188E-1	5.902675323E0	7.810607758E0
2.900145833E0	-4.897814941E-1	5.835914154E0	8.020621033E0
2.910067833E0	-5.499563599E-1	5.774841156E0	8.333470459E0
2.919989833E0	-5.631289673E-1	5.771098938E0	8.553961945E0
2.929911833E0	-5.435197449E-1	5.684728546E0	8.590186615E0
2.939833833E0	-4.851411438E-1	5.581293640E0	8.653355255E0
2.949755833E0	-4.215234375E-1	5.547763367E0	8.651558990E0
2.959677833E0	-4.632865906E-1	5.455405426E0	8.543783112E0
2.969600833E0	-4.547543335E-1	5.393434296E0	8.601862335E0
2.979522833E0	-4.177812195E-1	5.297783203E0	8.564290466E0
2.989444833E0	-4.096980286E-1	5.178780670E0	8.499924316E0
2.999366833E0	-3.854484558E-1	5.043911133E0	8.462951202E0
3.009289708E0	-3.493734741E-1	4.926854553E0	8.453520813E0
3.019211708E0	-3.429368591E-1	4.876559143E0	8.428373108E0
3.029133708E0	-3.047662354E-1	4.728067932E0	8.475525055E0
3.039055708E0	-2.288740540E-1	4.608466644E0	8.681945801E0
3.048977708E0	-2.371069336E-1	4.617447968E0	8.994495850E0
3.058900708E0	-3.318598938E-1	4.604275360E0	9.122330017E0
3.068822708E0	-3.338058472E-1	4.510270844E0	9.064101105E0
3.078744708E0	-2.490820312E-1	4.453239441E0	8.750652924E0
3.088666708E0	8.217910767E-2	4.258644104E0	8.059839478E0
3.098588708E0	-2.145039368E-1	4.036655731E0	8.137677612E0
3.108510708E0	-7.451504517E-1	4.079317017E0	8.949140167E0
3.118432708E0	-6.674620056E-1	4.123175812E0	9.539362793E0
3.128354708E0	-5.933660889E-1	4.067491608E0	9.858199768E0
3.138277708E0	-5.456153870E-1	4.007466431E0	1.005144791E1
3.148199708E0	-5.388793945E-1	3.947141876E0	1.010518616E1
3.158121708E0	-5.632786560E-1	3.894750824E0	9.911788330E0
3.168043708E0	-5.101391602E-1	3.774401093E0	9.668544159E0
3.177965708E0	-5.170248413E-1	3.604055328E0	9.441616058E0
3.187887708E0	-4.311035156E-1	3.452720032E0	9.408684540E0
3.197809708E0	-2.676434326E-1	3.352727966E0	9.561965790E0
3.207731708E0	-1.383123779E-1	3.164718933E0	9.733509064E0
3.217653708E0	-4.794529724E-1	3.457659760E0	9.653275909E0
3.227576708E0	-5.944139099E-1	3.672014008E0	9.567055206E0
3.237498708E0	-7.023394775E-1	3.695964203E0	9.569001160E0
3.247420708E0	-7.533833313E-1	3.564238129E0	9.567204895E0
3.257342708E0	-6.982978821E-1	3.579955444E0	9.449250183E0
3.267264708E0	-4.728666687E-1	3.554807739E0	9.273365936E0
3.277186708E0	-1.817221069E-1	3.464545441E0	9.206455078E0
3.287108708E0	-1.796264648E-1	3.208577728E0	9.172326050E0
3.297030708E0	-2.763253784E-1	2.969824219E0	9.049281921E0
3.306953708E0	-3.180885315E-1	2.980302429E0	8.928632812E0
3.316875708E0	-3.378474426E-1	3.066074066E0	8.882977753E0
3.326797708E0	-3.921844482E-1	3.145708466E0	8.969797211E0
3.336719708E0	-4.828958130E-1	3.183879089E0	9.104966125E0
3.346641708E0	-5.315446472E-1	3.139870605E0	9.302255859E0
3.356563708E0	-4.808001709E-1	3.029250641E0	9.510772247E0
3.366485708E0	-3.379971313E-1	2.910846863E0	9.608369293E0
3.376407708E0	-2.442919922E-1	2.821183319E0	9.611961823E0
3.386329708E0	-2.318678284E-1	2.786305847E0	9.566456451E0
3.396252708E0	-2.598596191E-1	2.767744446E0	9.511221313E0
3.406174708E0	-2.900967407E-1	2.763702850E0	9.465715942E0
3.416096708E0	-3.701802063E-1	2.704725494E0	9.424850922E0
3.426018708E0	-3.829037476E-1	2.602787476E0	9.445358276E0
3.435940708E0	-3.342549133E-1	2.525099030E0	9.492210846E0
3.445862708E0	-3.257226562E-1	2.438878326E0	9.543554077E0
3.455784708E0	-3.254232788E-1	2.392624512E0	9.559720459E0
3.465706708E0	-3.041674805E-1	2.364483032E0	9.535321198E0
3.475629708E0	-3.423381042E-1	2.310595093E0	9.449250183E0
3.485551708E0	-3.968247986E-1	2.253414001E0	9.492360535E0
3.495473708E0	-4.870870972E-1	2.222877502E0	9.673034821E0
3.505395708E0	-5.355862427E-1	2.193089447E0	9.835447083E0
3.515317708E0	-5.330415344E-1	2.190844116E0	9.905651093E0
3.525239708E0	-5.137316895E-1	2.192041626E0	9.880054321E0
3.535161708E0	-4.992118835E-1	2.101479950E0	9.762548676E0
3.545083708E0	-4.932243347E-1	2.013912048E0	9.700727234E0
3.555006708E0	-5.530998230E-1	1.955234070E0	9.729018402E0
3.564928708E0	-5.560935974E-1	1.905537415E0	9.805958405E0
3.574850708E0	-5.385800171E-1	1.876497803E0	9.861492920E0
3.584772708E0	-5.792953491E-1	1.850451965E0	9.858499146E0
3.594694708E0	-6.306385803E-1	1.803150330E0	9.828262024E0
3.604616708E0	-6.530918884E-1	1.755848694E0	9.776769104E0
3.614538708E0	-6.963519287E-1	1.707648926E0	9.880653076E0
3.624460708E0	-7.661068726E-1	1.675765228E0	9.990973663E0
3.634383708E0	-7.081773376E-1	1.656455383E0	1.002794678E1
3.644305708E0	-6.935078430E-1	1.547332306E0	1.005069946E1
3.654227708E0	-7.708969116E-1	1.461860046E0	9.877509613E0
3.664149708E0	-7.081773376E-1	1.562750244E0	9.737550659E0
3.674071708E0	-6.801855469E-1	1.551074524E0	9.862690430E0
3.683993708E0	-7.719447327E-1	1.502126312E0	9.999805298E0
3.693915708E0	-7.821235657E-1	1.526675262E0	1.011521530E1
3.703837708E0	-7.714956665E-1	1.483714600E0	1.022972717E1
3.713760708E0	-7.614665222E-1	1.452429657E0	1.032403107E1
3.723682708E0	-7.556286621E-1	1.381177826E0	1.038300842E1
3.733604708E0	-7.150630188E-1	1.344803467E0	1.026460464E1
3.743526708E0	-6.794371033E-1	1.323248291E0	1.005578888E1
3.753448708E0	-7.093748474E-1	1.312470703E0	9.879605255E0
3.763370708E0	-6.632707214E-1	1.307081909E0	9.855205994E0
3.773292708E0	-6.282435608E-1	1.332978058E0	9.924661560E0
3.783214708E0	-6.551875305E-1	1.357077942E0	9.837842102E0
3.793137708E0	-7.002438354E-1	1.369951172E0	9.736053772E0
3.803059708E0	-6.532415771E-1	1.368753662E0	9.754914551E0
3.812981708E0	-6.219566345E-1	1.340013428E0	9.846823425E0
3.822903708E0	-6.668632507E-1	1.325343933E0	9.931247864E0
3.832825708E0	-7.206015015E-1	1.355880432E0	9.989177399E0
3.842747708E0	-7.096742249E-1	1.406774597E0	1.001432510E1
3.852669708E0	-6.867718506E-1	1.442849579E0	1.000624191E1
3.862591708E0	-7.237449646E-1	1.422342224E0	9.984537048E0
3.872514708E0	-7.185058594E-1	1.392254791E0	9.940229187E0
3.882436708E0	-6.640191650E-1	1.402882690E0	9.801168365E0
3.892358708E0	-6.352789307E-1	1.413360901E0	9.684710541E0
3.902280708E0	-6.146218872E-1	1.423839111E0	9.638756104E0
3.912202708E0	-5.900729370E-1	1.423689423E0	9.544751587E0
3.922124708E0	-5.427713013E-1	1.402882690E0	9.527387695E0
3.932046708E0	-5.245092773E-1	1.412013702E0	9.570348358E0
3.941968708E0	-5.542973328E-1	1.423539734E0	9.629924469E0
3.951891708E0	-5.499563599E-1	1.421743469E0	9.711804199E0
3.961813708E0	-5.622308350E-1	1.398242340E0	9.763596497E0
3.971735708E0	-5.998027039E-1	1.358425140E0	9.782756653E0
3.981657708E0	-6.358776855E-1	1.352886658E0	9.813143463E0
3.991579708E0	-6.015989685E-1	1.426533508E0	9.872270508E0
4.001501708E0	-5.504054260E-1	1.422192535E0	9.934091949E0
4.011422958E0	-5.807922363E-1	1.374890900E0	9.922266541E0
4.021344958E0	-5.861810303E-1	1.360221405E0	9.899813232E0
